epoch,loss,mape,val_loss,val_mape
0,0.16056957840919495,31.44379997253418,0.10545238107442856,25.987817764282227
1,0.10224834829568863,25.22562599182129,0.10237768292427063,24.9064998626709
2,0.10123682022094727,25.075361251831055,0.1016789972782135,24.930187225341797
3,0.10002674162387848,24.638256072998047,0.10027483105659485,24.932567596435547
4,0.09786833822727203,23.81816864013672,0.09768187999725342,22.125751495361328
5,0.09379525482654572,21.974702835083008,0.0915578231215477,21.95530891418457
6,0.08775922656059265,19.373794555664062,0.08532005548477173,17.517576217651367
7,0.08442344516515732,17.974491119384766,0.08475539833307266,18.59198570251465
8,0.08329523354768753,17.50039291381836,0.0832720696926117,16.52935218811035
9,0.08286230266094208,17.389467239379883,0.0823158249258995,17.30327606201172
10,0.0823369175195694,17.21307945251465,0.08427540957927704,19.43868637084961
11,0.08235227316617966,17.20857048034668,0.08323777467012405,16.21441650390625
12,0.0820966437458992,17.15180015563965,0.08174975961446762,17.41238021850586
13,0.08198872953653336,17.076303482055664,0.08267156779766083,17.561237335205078
14,0.0814460963010788,16.939802169799805,0.08263969421386719,18.555879592895508
15,0.0815284326672554,16.914396286010742,0.08286510407924652,15.8020658493042
16,0.08166400343179703,17.03209686279297,0.0852917954325676,15.243032455444336
17,0.08143860101699829,16.909677505493164,0.08218776434659958,15.982117652893066
18,0.08153072744607925,16.947101593017578,0.08214148879051208,18.470157623291016
19,0.08134760707616806,16.9145450592041,0.08115903288125992,16.758586883544922
20,0.08118530362844467,16.846031188964844,0.08115345984697342,17.17019271850586
21,0.08122870326042175,16.857271194458008,0.08423305302858353,19.017473220825195
22,0.08103396743535995,16.813114166259766,0.0810135155916214,17.363170623779297
23,0.08081282675266266,16.74530029296875,0.08063347637653351,16.083559036254883
24,0.08094169199466705,16.779958724975586,0.08092447370290756,16.78611946105957
25,0.08103376626968384,16.826494216918945,0.08080989122390747,16.214147567749023
26,0.08079643547534943,16.743282318115234,0.08063609898090363,16.876516342163086
27,0.08062775433063507,16.670391082763672,0.08070272952318192,17.01577377319336
28,0.08078154176473618,16.76435661315918,0.08063070476055145,16.41925621032715
29,0.08085302263498306,16.738143920898438,0.08670921623706818,20.8962345123291
30,0.0803925096988678,16.645092010498047,0.08204176276922226,15.42887020111084
31,0.08084508776664734,16.774808883666992,0.08062507212162018,15.639848709106445
32,0.0804702416062355,16.66230583190918,0.08010881394147873,16.691038131713867
33,0.08026155829429626,16.562284469604492,0.08219464123249054,18.819995880126953
34,0.08051088452339172,16.664047241210938,0.08250579982995987,19.04470443725586
35,0.08038768172264099,16.661434173583984,0.08047685772180557,16.339187622070312
36,0.08022386580705643,16.604860305786133,0.08066827058792114,15.890509605407715
37,0.08011967688798904,16.56557273864746,0.08243373781442642,15.517378807067871
38,0.08011732995510101,16.515153884887695,0.0799051895737648,16.7540225982666
39,0.07987458258867264,16.463932037353516,0.0796741247177124,16.10269546508789
40,0.08003444969654083,16.47254180908203,0.07975402474403381,16.04758644104004
41,0.07995106279850006,16.49553871154785,0.0798325315117836,16.90528106689453
42,0.0799516811966896,16.491600036621094,0.07965561002492905,16.6009464263916
43,0.07970152795314789,16.40349006652832,0.07958249002695084,16.787139892578125
44,0.07983890920877457,16.43892478942871,0.07930710911750793,16.299299240112305
45,0.07947660982608795,16.32427978515625,0.07950662821531296,15.706547737121582
46,0.07965486496686935,16.379274368286133,0.07917262613773346,15.858379364013672
47,0.07942920178174973,16.302658081054688,0.0807366818189621,17.842317581176758
48,0.07937897741794586,16.267047882080078,0.07931463420391083,16.132734298706055
49,0.07934863120317459,16.317279815673828,0.08252792060375214,15.149325370788574
50,0.07936745136976242,16.27119255065918,0.07957872003316879,16.699743270874023
51,0.07925616949796677,16.268510818481445,0.07894942909479141,16.76558494567871
52,0.07906344532966614,16.226442337036133,0.07995340973138809,16.450864791870117
53,0.07897573709487915,16.19004249572754,0.07967617362737656,15.390694618225098
54,0.07895176857709885,16.154325485229492,0.07951055467128754,17.074670791625977
55,0.07884857058525085,16.135826110839844,0.0796087309718132,15.534090042114258
56,0.07891973853111267,16.125688552856445,0.07879164814949036,15.644845008850098
57,0.07880593091249466,16.110454559326172,0.07878933101892471,16.426586151123047
58,0.07860610634088516,16.025333404541016,0.08085367828607559,18.3007755279541
59,0.07882124185562134,16.111324310302734,0.07840866595506668,15.521096229553223
60,0.07853401452302933,16.02175521850586,0.07850436121225357,16.116491317749023
61,0.07884124666452408,16.13105010986328,0.07870126515626907,16.697126388549805
62,0.07859156280755997,16.027301788330078,0.07834655046463013,16.335588455200195
63,0.07840127497911453,15.989563941955566,0.08060862869024277,18.128629684448242
64,0.07842527329921722,15.973669052124023,0.08331610262393951,14.35959243774414
65,0.07836323231458664,15.95743465423584,0.0780203565955162,15.759543418884277
66,0.07836457341909409,15.93783187866211,0.07866320759057999,16.4298038482666
67,0.07827257364988327,15.968812942504883,0.07804793864488602,16.124059677124023
68,0.07831976562738419,15.927286148071289,0.07817290723323822,15.521684646606445
69,0.07799138128757477,15.811260223388672,0.07867836952209473,16.939231872558594
70,0.07801831513643265,15.857894897460938,0.07847162336111069,16.390207290649414
71,0.07801503688097,15.837425231933594,0.07872767746448517,15.4650297164917
72,0.07801248133182526,15.797319412231445,0.07789279520511627,15.786608695983887
73,0.0779518112540245,15.787711143493652,0.07806038856506348,16.374191284179688
74,0.07772722840309143,15.751742362976074,0.07807870209217072,15.506318092346191
75,0.07769324630498886,15.705648422241211,0.07795223593711853,15.782971382141113
76,0.07769210636615753,15.688912391662598,0.07825767248868942,15.200311660766602
77,0.0777355283498764,15.699400901794434,0.07733183354139328,15.844019889831543
78,0.07761186361312866,15.652674674987793,0.07739092409610748,15.911945343017578
79,0.07749230414628983,15.663317680358887,0.0779271274805069,15.81539535522461
80,0.0774124264717102,15.637711524963379,0.07783247530460358,15.128478050231934
81,0.07732705026865005,15.589095115661621,0.07710753381252289,15.667365074157715
82,0.07713893800973892,15.515364646911621,0.07791194319725037,16.721036911010742
83,0.07732625305652618,15.573119163513184,0.07719461619853973,15.113737106323242
84,0.07716437429189682,15.473224639892578,0.07767750322818756,15.91252326965332
85,0.07703270018100739,15.45224666595459,0.07685713469982147,15.12946605682373
86,0.07693296670913696,15.431331634521484,0.07746987789869308,14.976195335388184
87,0.07707502692937851,15.429798126220703,0.07692114263772964,15.170010566711426
88,0.07699498534202576,15.428581237792969,0.07718414068222046,14.932351112365723
89,0.07686156034469604,15.376531600952148,0.07841721922159195,16.91031265258789
90,0.07686922699213028,15.34164810180664,0.07661280781030655,15.123244285583496
91,0.07686685770750046,15.36001968383789,0.07716526836156845,15.837926864624023
92,0.07672704011201859,15.345505714416504,0.07667730748653412,15.233580589294434
93,0.07661444693803787,15.258477210998535,0.07657136768102646,15.661693572998047
94,0.07680122554302216,15.337980270385742,0.07808271050453186,14.142457008361816
95,0.07660897076129913,15.265433311462402,0.07635985314846039,15.461726188659668
96,0.07666593790054321,15.280466079711914,0.0769525021314621,14.487424850463867
97,0.076712466776371,15.279655456542969,0.08066222071647644,14.268989562988281
98,0.0766342356801033,15.243363380432129,0.07663924247026443,15.915738105773926
99,0.07671036571264267,15.26593017578125,0.0770789235830307,14.72601318359375
100,0.07659771293401718,15.223067283630371,0.07655459642410278,15.234029769897461
101,0.07644663751125336,15.194486618041992,0.07641386240720749,14.827751159667969
102,0.07671434432268143,15.247881889343262,0.0768062099814415,14.363840103149414
103,0.07650662213563919,15.199288368225098,0.0764574483036995,15.561731338500977
104,0.0764496773481369,15.175012588500977,0.07653126865625381,14.386134147644043
105,0.0766541138291359,15.236650466918945,0.0762406513094902,15.056904792785645
106,0.0764235332608223,15.145161628723145,0.07696392387151718,14.590682029724121
107,0.07637614011764526,15.133674621582031,0.07608839869499207,14.798526763916016
108,0.07637567818164825,15.15709114074707,0.07641731947660446,14.792506217956543
109,0.07656677067279816,15.187173843383789,0.07601634413003922,14.99052906036377
110,0.07646135985851288,15.180230140686035,0.07600303739309311,14.757186889648438
111,0.0763360932469368,15.137040138244629,0.07659877836704254,15.737442016601562
112,0.07629180699586868,15.112808227539062,0.07807793468236923,17.18183135986328
113,0.07642866671085358,15.157607078552246,0.07624449580907822,14.497441291809082
114,0.07628899812698364,15.114580154418945,0.07802410423755646,13.762900352478027
115,0.0764944925904274,15.195562362670898,0.07689928263425827,14.171354293823242
116,0.07622163742780685,15.11707878112793,0.07659821212291718,15.89138126373291
117,0.07643231004476547,15.183774948120117,0.0776713564991951,16.103723526000977
118,0.07659709453582764,15.199516296386719,0.07686248421669006,14.264653205871582
119,0.07630860060453415,15.1097412109375,0.07629821449518204,15.31291389465332
120,0.07632284611463547,15.07529067993164,0.07653733342885971,15.765531539916992
121,0.07625409960746765,15.102124214172363,0.07702837139368057,16.049522399902344
122,0.07642484456300735,15.165106773376465,0.07675421983003616,15.958579063415527
